BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;1338;40;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;1757;80;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;2724;160;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;3514;320;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;5114;640;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;7117;1280;false;
BASE/dualConnect4;PROVER;2015-04-26;PROVER;2015-04-26;10771;2560;false;
BASE/slaughter;PROVER;2015-04-26;PROVER;2015-04-26;20844;5;false;
BASE/slaughter;PROVER;2015-04-26;PROVER;2015-04-26;20753;10;false;
BASE/skirmishHoles;PROVER;2015-04-26;PROVER;2015-04-26;6447;5;false;
BASE/skirmishHoles;PROVER;2015-04-26;PROVER;2015-04-26;6689;10;false;
BASE/skirmishHoles;PROVER;2015-04-26;PROVER;2015-04-26;7024;20;false;
BASE/skirmishHoles;PROVER;2015-04-26;PROVER;2015-04-26;6554;40;false;
BASE/skirmishHoles;PROVER;2015-04-26;PROVER;2015-04-26;6780;80;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;3303;5;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;3827;10;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;3610;20;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;3785;40;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;4040;80;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;4709;160;false;
BASE/sudoku;PROVER;2015-04-26;PROVER;2015-04-26;7630;320;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;469;5;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;457;10;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;510;20;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;547;40;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;593;80;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;703;160;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;873;320;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;1195;640;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;1749;1280;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;2561;2560;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;3546;5120;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;4827;10240;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;7117;20480;false;
BASE/lightsOn;PROVER;2015-04-26;PROVER;2015-04-26;11473;40960;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;473;5;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;470;10;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;481;20;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;525;40;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;589;80;false;
