BASE/chineseCheckers2;PROVER;2015-04-26;true;;30000;62132;1644
DRESDEN/guess;PROVER;2015-04-26;true;;30002;20158;2261
DRESDEN/hanoi7_bugfix;PROVER;2015-04-26;true;;30000;134277;1057
BASE/ticTacHeavenFC;PROVER;2015-04-26;true;;30001;4861;186
BASE/pancakes88;PROVER;2015-04-26;true;;30000;412898;10323
DRESDEN/tictactoe_3d_small_6player;PROVER;2015-04-26;true;;30001;13753;385
BASE/tictactoe2;PROVER;2015-04-26;true;;30000;69398;9086
BASE/sudoku;PROVER;2015-04-26;true;;30006;2793;34
DRESDEN/checkers-mustjump-torus;PROVER;2015-04-26;true;;30000;3902;90
BASE/blocks2player;PROVER;2015-04-26;true;;30000;166458;9247
BASE/colonelBlottoVariant;PROVER;2015-04-26;true;;30000;152800;15280
STANFORD/threepuzzle;PROVER;2015-04-26;true;;30000;232505;38750
BASE/merrills;PROVER;2015-04-26;true;;30002;4419;73
BASE/cylinder-checkers;PROVER;2015-04-26;true;;30004;4714;48
BASE/chineseCheckers1;PROVER;2015-04-26;true;;30000;92993;3260
BASE/circlesolitaire;PROVER;2015-04-26;true;;30000;187285;18157
STANFORD/hunter;PROVER;2015-04-26;true;;30000;98140;7010
DRESDEN/skirmish;PROVER;2015-04-26;true;;30001;5572;139
BASE/haystack;PROVER;2015-04-26;true;;30000;1002407;334127
DRESDEN/stratego;PROVER;2015-04-26;true;;30001;14327;343
DRESDEN/grid_game;PROVER;2015-04-26;true;;30000;26590;763
DRESDEN/god;PROVER;2015-04-26;true;;30000;2099;103
BASE/pentago;PROVER;2015-04-26;true;;30002;10648;194
BASE/2pffa_zerosum;PROVER;2015-04-26;true;;30000;37637;1254
BASE/pancakes;PROVER;2015-04-26;true;;30000;485262;12243
DRESDEN/tictactoe;PROVER;2015-04-26;true;;30000;81622;10697
BASE/smallest_4player;PROVER;2015-04-26;true;;30000;89825;3811
DRESDEN/tictactoex9;PROVER;2015-04-26;true;;30001;14369;483
DRESDEN/gt_prisoner;PROVER;2015-04-26;true;;30000;165181;8259
DRESDEN/ggp-course2013_jordi;PROVER;2015-04-26;true;;30003;3859;118
BASE/cubicup_3player;PROVER;2015-04-26;true;;30001;3584;42
DRESDEN/checkers-cylinder-mustjump;PROVER;2015-04-26;true;;30001;4062;92
BASE/point_grab;PROVER;2015-04-26;true;;30000;374554;12485
BASE/laikLee_hex;PROVER;2015-04-26;true;;30128;1831;86
DRESDEN/Zhadu;PROVER;2015-04-26;true;;30031;1166;30
BASE/knightsTour;PROVER;2015-04-26;true;;30000;326510;67071
BASE/lightsOut;PROVER;2015-04-26;true;;30000;25397;1269
DRESDEN/slidingpieces;PROVER;2015-04-26;true;;30003;8249;101
DRESDEN/eotcatcit;PROVER;2015-04-26;true;;30000;80858;10608
